brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Chevrolet,Corvette Stingray,2018,13900,Gasoline,Automatic,White,Red,None reported,Yes,54490
Mercedes-benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,Automatic,Silver,Black,None reported,Yes,9000
Nissan,Juke NISMO RS,2016,30700,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,21500
Porsche,911 Carrera C2S,2005,104000,Gasoline,Manual,Silver,Black,None reported,Yes,44800
Chevrolet,Colorado LT,2019,139116,Gasoline,Automatic,Red,Jet black,At least 1 accident or damage reported,Yes,24899
Porsche,Macan S,2019,36700,Gasoline,Automatic,Blue,Blue,At least 1 accident or damage reported,Yes,48990
Mercedes-benz,GLE 350 Base 4MATIC,2022,24500,Gasoline,Automatic,White,Beige,None reported,Yes,82150
Toyota,Land Cruiser Base,2017,65000,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,65000
Toyota,Highlander Platinum,2020,41000,Gasoline,Automatic,Blue,Black,None reported,Yes,38700
Mercedes-benz,SL-Class SL 63 AMG,2011,47400,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,41000
Ford,Thunderbird Deluxe,2002,40110,Gasoline,Automatic,Yellow,Black,None reported,Yes,18500
RAM,2500 Big Horn,2014,124700,Gasoline,Automatic,Silver,–,None reported,Yes,30000
Ford,F-350 XLT,2013,31000,E85 Flex Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,35000
Toyota,RAV4 Prime XSE,2022,7100,Plug-In Hybrid,Automatic,Gray,Black,None reported,Yes,49000
Ford,Focus SE,2009,107500,Gasoline,Automatic,White,Black,None reported,Yes,9500
Porsche,911 Carrera 4 GTS,2023,1518,Gasoline,Automatic,Beige,Brown,None reported,Yes,194965
Chevrolet,Corvette Stingray w/2LT,2023,5200,Gasoline,Automatic,White,Red,None reported,Yes,88900
Ford,F-150 XLT SuperCab,1999,48054,Gasoline,Automatic,White,Gray,None reported,Yes,9500
Porsche,Macan Base,2018,87500,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,28000
Acura,ZDX Base,2012,106335,Gasoline,Automatic,White,Gray,None reported,Yes,19000
Chevrolet,Suburban Premier,2017,133598,Gasoline,Automatic,Siren red tintcoat,Jet black,At least 1 accident or damage reported,Yes,29999
Chevrolet,Traverse Premier,2018,68455,Gasoline,Automatic,Silver ice metallic,Jet black,None reported,Yes,30989
Mercedes-benz,E-Class E 400,2018,28690,Gasoline,Automatic,White,Beige,None reported,Yes,38880
BMW,M3 Base,2012,83000,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,31000
Ford,F-250 XLT,2019,38600,Diesel,Automatic,Blue,–,None reported,Yes,54500
Toyota,Highlander SE,2019,92000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,30000
Saturn,Sky Red Line,2009,134000,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,9500
Lexus,LS 460 Base,2012,103000,Gasoline,Automatic,White,Beige,None reported,Yes,20500
Honda,CR-V LX,2004,176261,Gasoline,Manual,Gray,Gray,None reported,Yes,3750
Ford,Mustang GT Premium,2010,58500,Gasoline,Manual,White,Red,At least 1 accident or damage reported,Yes,20000
Ford,F-250 Limited,2018,64000,Diesel,Automatic,Red,Beige,None reported,Yes,64000
Porsche,Boxster Black Edition,2016,24881,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,49999
Chevrolet,Corvette Base,1998,134000,Gasoline,Automatic,Red,Beige,None reported,Yes,11500
Ford,Explorer XLT,2013,82900,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,16000
BMW,Z4 3.0si,2008,59257,Gasoline,Manual,Gray,Black,None reported,Yes,18200
Lexus,RX 350 F Sport,2016,81400,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,26000
Hyundai,Accent SEL,2022,5100,Gasoline,Automatic,Blue,Black,None reported,Yes,19500
Ford,Expedition Max XLT,2020,67072,Gasoline,Automatic,Purple,Black,None reported,Yes,38500
BMW,328 i xDrive,2016,65000,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500
Ford,Fusion SE,2014,80800,Gasoline,Automatic,Blue,Beige,None reported,Yes,10000
Ford,F-150 XLT,2020,53401,Gasoline,Automatic,Gray,Black,None reported,Yes,39500
Ford,F-150 Platinum,2021,15555,Gasoline,Automatic,Blue,Black,None reported,Yes,62890
Dodge,Ram 1500 SLT Mega Cab,2006,201509,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,11000
Honda,Civic EX,2013,107000,Gasoline,Automatic,Silver,Black,None reported,Yes,14000
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30500,Gasoline,Automatic,Silver,Beige,None reported,Yes,44000
Toyota,Tacoma Base,2011,36000,Gasoline,Manual,Gray,Gray,None reported,Yes,20000
Ford,F-250 XLT,2019,38514,E85 Flex Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,45998
Mercedes-benz,Sprinter 2500 Standard Roof,2022,4590,Gasoline,Automatic,White,Black,None reported,Yes,64000
RAM,2500 Big Horn,2019,97000,Diesel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,45000
BMW,328 i xDrive,2011,110000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,6000
Ford,Explorer XLT,2017,53000,E85 Flex Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,25000
Chevrolet,Suburban LTZ,2016,110000,E85 Flex Fuel,Automatic,Brown,Brown,None reported,Yes,30999
Mazda,MX-5 Miata Sport,2006,218000,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,4999
INFINITI,G35 Base,2003,106500,Gasoline,Manual,Red,Beige,None reported,Yes,9500
Chevrolet,Express 2500 Work Van,2012,140500,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,11800
Ford,Explorer Eddie Bauer,2010,144200,Gasoline,Automatic,Black,Beige,None reported,Yes,9999
Chevrolet,Suburban RST,2022,21400,Diesel,Automatic,Gray,Black,None reported,Yes,69000
Mercedes-benz,GL-Class GL 550 4MATIC,2015,130000,Gasoline,Automatic,Blue,Black,None reported,Yes,24500
Ford,Focus SE,2012,108045,Gasoline,Automatic,Blue,Gray,None reported,Yes,6500
Hyundai,Genesis Coupe 3.8 Track,2011,75000,Gasoline,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,12000
Chrysler,Town & Country LX,2009,73500,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,7858
Porsche,Panamera Turbo,2018,29850,Gasoline,Automatic,Silver,Red,None reported,Yes,89750
Honda,Pilot EX-L,2016,135350,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,19900
Audi,A8 L 55,2019,35580,Hybrid,Automatic,Black,Black,None reported,Yes,49500
Ford,Edge SE,2020,71200,Gasoline,Automatic,White,Beige,None reported,Yes,18900
BMW,328 i,2015,109330,Gasoline,Automatic,Black,Beige,None reported,Yes,13349
Mercedes-benz,GL-Class GL 450 4MATIC,2007,90400,Gasoline,Automatic,Silver,Beige,None reported,Yes,10199
Ford,Ranger XLT SuperCab,2002,192100,Gasoline,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,6450
BMW,M3 CS,2018,32000,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,70000
Volkswagen,Golf GTI 2.0T Autobahn,2022,6400,Gasoline,Automatic,Green,Black,None reported,Yes,41500
Toyota,4Runner SR5 Premium,2021,36180,Gasoline,Automatic,Black,–,None reported,Yes,36990
GMC,Yukon SLT,2014,142400,E85 Flex Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,13500
Cadillac,ATS 2.0L Turbo Luxury,2016,83000,Gasoline,Automatic,Red,Beige,None reported,Yes,16500
Nissan,Xterra S,2012,80000,Gasoline,Automatic,Black,Gray,None reported,Yes,14800
Ford,Bronco Badlands,2021,32437,Gasoline,Automatic,Gray,Black,None reported,Yes,51000
BMW,328 i,2011,67500,Gasoline,Automatic,White,Beige,None reported,Yes,18000
Porsche,911 Turbo,2018,12088,Gasoline,Automatic,Gray,Black,None reported,Yes,169000
Toyota,Tundra SR5 Double Cab,2005,170000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,11200
Ford,F-250 Lariat,2023,3763,Diesel,Automatic,Red,Black,None reported,Yes,92000
Land,Rover Range Rover Velar P380 S,2018,46000,Gasoline,Automatic,Red,Beige,None reported,Yes,40000
Ford,F-250 XLT Crew Cab Super Duty,2008,190321,Diesel,Automatic,White,Beige,None reported,Yes,15900
Porsche,Macan S,2018,40950,Gasoline,Automatic,Black,Black,None reported,Yes,39750
Mercedes-benz,C-Class C 63 AMG,2014,42000,Gasoline,Automatic,Gray,Black,None reported,Yes,45000
Nissan,Pathfinder S,2014,135000,Gasoline,Automatic,White,Brown,None reported,Yes,8500
Porsche,911 Carrera S,2023,1877,Gasoline,Automatic,Red,Red,None reported,Yes,185950
Ford,F-250 XLT,2019,33000,Diesel,Automatic,Black,Gray,None reported,Yes,59000
Ford,Fusion SE,2016,68000,Gasoline,Automatic,Black,Black,None reported,Yes,12500
BMW,330 i xDrive,2018,117000,Gasoline,Automatic,Black,Beige,None reported,Yes,17000
Acura,MDX Sport,2007,183455,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7700
Chevrolet,Suburban Premier,2021,51890,Gasoline,Automatic,Shadow gray metallic,Jet black,None reported,Yes,59980
Chevrolet,Suburban High Country,2021,59528,Gasoline,Automatic,Satin steel metallic,Jet black,None reported,Yes,68995
Cadillac,CTS-V Base,2006,123000,Gasoline,Manual,Black,Black,None reported,Yes,15000
Honda,S2000 CR,2008,44300,Gasoline,Manual,Yellow,Black,None reported,Yes,62000
Lexus,HS 250h Premium,2010,123500,Hybrid,Automatic,Red,Black,At least 1 accident or damage reported,Yes,9500
Lincoln,Navigator Base,2013,134000,E85 Flex Fuel,Automatic,Red,Black,None reported,Yes,21500
Ford,F-150 XLT,2020,57000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,37500
BMW,Z4 sDrive28i,2014,15889,Gasoline,Automatic,Blue,Beige,None reported,Yes,34500
BMW,528 i xDrive,2015,125500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12950
Ford,Expedition Limited,2013,163500,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,16490
Buick,Enclave Leather,2015,89726,Gasoline,Automatic,White,Brown,None reported,Yes,16000
Mercedes-benz,SL-Class SL600 Roadster,2005,93000,Gasoline,Automatic,Black,Black,None reported,Yes,22500
mini,Cooper S Base,2012,128000,Gasoline,Automatic,Black,Black,None reported,Yes,8500
Porsche,Cayenne Turbo,2017,70800,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999
Saturn,Vue Hybrid Base,2009,115000,Hybrid,Automatic,Blue,Beige,None reported,Yes,4400
RAM,2500 Laramie,2018,98650,Diesel,Automatic,Black,Black,None reported,Yes,56750
RAM,1500 Limited,2019,87768,Hybrid,Automatic,Silver,Black,None reported,Yes,44000
Chevrolet,Traverse RS,2023,6000,Gasoline,Automatic,Gray,Black,None reported,Yes,48500
Mazda,CX-50 2.5 Turbo Premium Package,2023,16200,Gasoline,Automatic,Blue,Beige,None reported,Yes,36900
Cadillac,SRX Luxury Collection,2012,87500,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,11499
Fiat,500 Lounge,2013,85458,Gasoline,Automatic,White,Beige,None reported,Yes,9000
mini,Cooper S Clubman Base,2009,83853,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,6950
BMW,X6 M50i,2022,22500,Gasoline,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,74999
Lexus,LS 460 Base,2013,99524,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,24900
Genesis,GV80 2.5T,2023,8100,Gasoline,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,57300
Jeep,Grand Cherokee Laredo,2011,118000,Gasoline,Automatic,Gold,Black,At least 1 accident or damage reported,Yes,12500
Toyota,Tacoma SR5,2018,65290,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,26450
Jeep,Gladiator Sport S,2020,13000,Gasoline,Automatic,Gray,–,None reported,Yes,39500
Dodge,Challenger SRT Hellcat,2018,29475,Gasoline,Automatic,Orange,Black,None reported,Yes,62999
Jeep,Renegade Trailhawk,2017,78717,Gasoline,Automatic,Black,Black,None reported,Yes,17500
Ford,F-150 Lariat,2021,9142,Hybrid,Automatic,Black,Gray,None reported,Yes,61500
Jaguar,XF Premium,2011,106000,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,9400
RAM,1500 Laramie,2022,3521,Gasoline,Automatic,Diamond black,Black,None reported,Yes,51074
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000,Gasoline,Automatic,Gray,Black,None reported,Yes,16750
Porsche,Macan Turbo,2016,46000,Gasoline,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000
BMW,X4 M Competition,2020,18362,Gasoline,Automatic,Black,Orange,None reported,Yes,60000
Lexus,RX 350 Base,2013,164500,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,16500
GMC,Terrain SLT,2020,55018,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25500
Volvo,S60 B5 Inscription,2022,14280,Hybrid,Automatic,Blue,Black,None reported,Yes,36500
Subaru,Outback 2.5i Premium,2013,116000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,12500
Ford,Explorer XLT,2020,45000,Gasoline,Automatic,Silver,Black,None reported,Yes,33500
Ford,F-150 Lariat,2013,102000,Gasoline,Automatic,White,Black,None reported,Yes,23000
Ford,Excursion XLS,2004,163000,Diesel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,18000
BMW,M8 Competition,2023,3500,Gasoline,Automatic,Gray,Gray,None reported,Yes,129000
Porsche,Panamera GTS,2016,42526,Gasoline,Automatic,Blue,Black,None reported,Yes,66200
Mazda,Mazda3 i Touring,2012,144900,Gasoline,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000
GMC,Sierra 1500 SLT,2016,85000,Gasoline,Automatic,White,Black,None reported,Yes,32750
Mercedes-benz,Sprinter 2500 Standard Roof,2022,16113,Diesel,Automatic,Gray,Black,None reported,Yes,111000
Mercedes-benz,GL-Class GL 450,2011,93000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,11900
RAM,1500 Big Horn,2022,11468,Gasoline,Automatic,Bright white clearcoat,Black,None reported,Yes,50204
Lexus,NX 300 Base,2019,25470,Gasoline,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500
BMW,435 i xDrive,2014,90347,Gasoline,Automatic,Silver,Black,None reported,Yes,21800
GMC,Yukon SLE,2017,96000,Gasoline,Automatic,Gray,Black,None reported,Yes,34000
Honda,Pilot EX-L,2016,80500,Gasoline,Automatic,Gray,Black,None reported,Yes,23000
Audi,A5 Sportback S line Premium Plus,2021,35000,Hybrid,Automatic,Black,Black,None reported,Yes,37499
Porsche,911 Carrera,1995,49900,–,Manual,Silver,Gray,At least 1 accident or damage reported,Yes,97993
Honda,Civic Sport,2020,121212,Gasoline,Automatic,White,Sport,At least 1 accident or damage reported,Yes,18387
Porsche,Panamera Platinum Edition,2022,13500,Gasoline,Automatic,Green,Black,None reported,Yes,86999
BMW,740e xDrive iPerformance,2019,33214,Plug-In Hybrid,Automatic,White,Black,None reported,Yes,43500
Ford,F-250 XLT,2017,29719,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,31000
Lincoln,Corsair Standard,2022,4520,Gasoline,Automatic,Beige,Beige,None reported,Yes,38500
GMC,Yukon SLT,2015,94500,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,30000
Mercedes-benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,Automatic,White,Beige,None reported,Yes,39999
Cadillac,CTS Base,2010,81696,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,9499
Cadillac,CTS Base,2005,94100,Gasoline,Manual,White,Beige,None reported,Yes,6099
Ford,Explorer Limited,2022,17500,Hybrid,Automatic,White,Black,None reported,Yes,46000
Toyota,Highlander XLE,2022,4437,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000
Nissan,Pickup Truck XE,1994,89144,–,Automatic,Red,Gray,None reported,Yes,5899
Toyota,Corolla CE,2008,170000,Gasoline,Automatic,Gray,Gray,None reported,Yes,5199
Honda,Element EX,2008,122000,Gasoline,Automatic,Blue,Gray,None reported,Yes,10500
Hyundai,Genesis 4.6,2010,120321,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500
BMW,325 Ci,2004,178000,Gasoline,Automatic,Blue,Brown,None reported,Yes,5750
BMW,M3 Base,2002,60255,Gasoline,Manual,Yellow,Black,None reported,Yes,28750
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,Automatic,White,Beige,None reported,Yes,43500
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,Manual,Gray,Black,None reported,Yes,78000
Honda,Prelude Type SH,2001,125000,Gasoline,Manual,Red,Black,None reported,Yes,18000
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000,Gasoline,Manual,Black,Black,None reported,Yes,27500
Nissan,Armada LE,2009,87130,Gasoline,Automatic,Brown,Black,None reported,Yes,20000
Lexus,SC 300 Base,1998,165000,Gasoline,Automatic,Purple,Beige,None reported,Yes,8700
Toyota,Camry Solara SLE,2008,73000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,11500
GMC,Terrain SLT,2019,60807,Gasoline,Automatic,Red quartz tintcoat,Medium ash gray,At least 1 accident or damage reported,Yes,25925
Jeep,Compass Latitude,2014,105000,Gasoline,Automatic,Black,Black,None reported,Yes,10950
Audi,Q7 3.0T Prestige,2018,63400,Gasoline,Automatic,Black,Black,None reported,Yes,29900
Ford,F-250 Platinum,2022,4500,Gasoline,Automatic,Black,Black,None reported,Yes,86500
Jeep,Gladiator Overland,2020,8025,Gasoline,Automatic,Firecracker red clearcoat,Black,None reported,Yes,42433
Mercedes-benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,29950
Lexus,RX 350 Base,2021,5040,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,48900
Hyundai,Sonata SE,2013,43903,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,12500
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,Automatic,Blue,Black,None reported,Yes,23600
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,14999
Honda,Odyssey EX-L,2007,170000,Gasoline,Automatic,Black,Beige,None reported,Yes,7700
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,Automatic,Black,Black,None reported,Yes,14500
Buick,Enclave Premium,2016,134655,Gasoline,Automatic,Ebony twilight metallic,Ebony,None reported,Yes,18051
BMW,M235 i,2015,81000,Gasoline,Manual,White,Red,None reported,Yes,27890
Chevrolet,Corvette Base,2007,4048,Gasoline,Manual,Yellow,Gray,None reported,Yes,38000
Mercedes-benz,S-Class S 63 AMG,2015,79876,Gasoline,Automatic,Black,White,None reported,Yes,45750
Toyota,Mirai Limited,2021,44000,not supported,Automatic,Gray,Black,None reported,Yes,18500
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,Automatic,Black,Beige,None reported,Yes,40500
Nissan,370Z Touring,2009,133409,Gasoline,Manual,Silver,Gray,At least 1 accident or damage reported,Yes,14999
BMW,330 i xDrive,2018,74381,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,22995
Porsche,Macan,2023,2925,Gasoline,Automatic,Carrara white metallic,Black,None reported,Yes,73300
BMW,128 i,2013,67874,Gasoline,Automatic,Gray,Black,None reported,Yes,18000
Mercedes-benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,Automatic,White,White,None reported,Yes,61000
Jeep,Wrangler Sport,2014,71000,Gasoline,Automatic,Gray,Black,None reported,Yes,22000
Ford,F-150 Raptor,2018,64517,Gasoline,Automatic,Black,Black,None reported,Yes,47995
